TransactionNumber,ItemNumber,Title,BulletDescription,LineDescription,WebDescription,DetailSpecification,UpdateTime,Checker,CheckDate,ManualTitle,ManualBullet,ManualLine,ManualWeb,checked,ViewDescription,IsAITItem,ProductTitle,ProductWeb,ProductName,ManualProductTitle,ManualProductWeb,ManualProductName,LastEditUser,LastEditDate,InUser,InDate,PartitionID
692881,57-JMT-004,Flash Test Item Abou title                                           ,Steel Server   USB& Audio& IEEE1394 Front Ports   420W Power Supply 2 80mm Fans,57-JMT-004                                                                                Flash Test Item Abou WebDescription               ,57-JMT-004                                                                                Flash Test Item Abou WebDescription               ,"<LongDescription Name=""Detailed Specifications""><Group GroupName=""Model""><Property Key=""Brand"" Value=""ASPIRE""/><Property Key=""Series"" Value=""X-Alien""/><Property Key=""Model"" Value=""ATXA1AW-BK/420""/></Group><Group GroupName=""Spec""><Property Key=""Type"" Value=""Server""/><Property Key=""Color"" Value=""Black""/><Property Key=""Case Material"" Value=""Steel""/><Property Key=""Power Supply"" Value=""420W""/><Property Key=""Motherboard Compatibility"" Value=""ATX""/><Property Key=""With Side Panel Window"" Value=""Yes""/></Group><Group GroupName=""Expansion""><Property Key=""External 5.25&quot; Drive Bays"" Value=""5""/><Property Key=""External 3.5&quot; Drive Bays"" Value=""2""/><Property Key=""Internal 3.5&quot; Drive Bays"" Value=""5""/><Property Key=""Expansion Slots"" Value=""7""/></Group><Group GroupName=""Front Ports""><Property Key=""Front Ports"" Value=""USB& Audio& IEEE1394""/></Group><Group GroupName=""Cooling System""><Property Key=""80mm Fans"" Value=""2""/><Property Key=""Air duct"" Value=""No""/></Group><Group GroupName=""Physical Spec""><Property Key=""Dimensions"" Value=""18.6&quot; x 8&quot; x 20.5&quot;""/></Group></LongDescription>""""", 2016-03-18 16:59:57.113,             , 2016-03-18 16:59:57.113,ASPIRE X-Alien ATXA1AW-BK/420 Black Computer Case With Side Panel Window ,Steel Server   USB& Audio& IEEE1394 Front Ports   420W Power              ,    ASPIRE X-Alien ATXA1AW-BK/420 Black Steel Server Computer Case 420W Power Supply  ,ASPIRE X-Alien ATXA1AW-BK/420 Black Steel Server Computer Case 420W Power Supply   ,1,"<b>80mm Fans:</b> 2<br/><b>Air duct:</b> No<br/><b>Dimensions:</b> 18.6"" x 8"" x 20.5""<br/><b>Expansion Slots:</b> 7<br/><b>External 3.5"" Drive Bays:</b> 2<br/><b>External 5.25"" Drive Bays:</b> 5<br/><b>Front Ports:</b> USB£¬ Audio£¬ IEEE1394<br/><b>Internal 3.5"" Drive Bays:</b> 5<br/><b>Motherboard Compatibility:</b> ATX<br/><b>With Side Panel Window:</b> Yes<br                                                                                                                                                                                                                                                                                                                                                                                                                                                                             """"",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, 2016-03-18 16:59:57.113,N001
693322,57-JMT-020,Flash Test Item Abou title                                           ,Steel Server   USB& Audio& IEEE1394 Front Ports   420W Power Supply 2 80mm Fans,57-JMT-020                                                                                Flash Test Item Abou WebDescription               ,57-JMT-020                                                                                Flash Test Item Abou WebDescription               ,"<LongDescription Name=""Detailed Specifications""><Group GroupName=""Model""><Property Key=""Brand"" Value=""ASPIRE""/><Property Key=""Series"" Value=""X-Alien""/><Property Key=""Model"" Value=""ATXA1AW-BK/420""/></Group><Group GroupName=""Spec""><Property Key=""Type"" Value=""Server""/><Property Key=""Color"" Value=""Black""/><Property Key=""Case Material"" Value=""Steel""/><Property Key=""Power Supply"" Value=""420W""/><Property Key=""Motherboard Compatibility"" Value=""ATX""/><Property Key=""With Side Panel Window"" Value=""Yes""/></Group><Group GroupName=""Expansion""><Property Key=""External 5.25&quot; Drive Bays"" Value=""5""/><Property Key=""External 3.5&quot; Drive Bays"" Value=""2""/><Property Key=""Internal 3.5&quot; Drive Bays"" Value=""5""/><Property Key=""Expansion Slots"" Value=""7""/></Group><Group GroupName=""Front Ports""><Property Key=""Front Ports"" Value=""USB& Audio& IEEE1394""/></Group><Group GroupName=""Cooling System""><Property Key=""80mm Fans"" Value=""2""/><Property Key=""Air duct"" Value=""No""/></Group><Group GroupName=""Physical Spec""><Property Key=""Dimensions"" Value=""18.6&quot; x 8&quot; x 20.5&quot;""/></Group></LongDescription>""""", 2016-03-18 16:59:57.113,             , 2016-03-18 16:59:57.113,ASPIRE X-Alien ATXA1AW-BK/420 Black Computer Case With Side Panel Window ,Steel Server   USB& Audio& IEEE1394 Front Ports   420W Power              ,    ASPIRE X-Alien ATXA1AW-BK/420 Black Steel Server Computer Case 420W Power Supply  ,ASPIRE X-Alien ATXA1AW-BK/420 Black Steel Server Computer Case 420W Power Supply   ,1,"<b>80mm Fans:</b> 2<br/><b>Air duct:</b> No<br/><b>Dimensions:</b> 18.6"" x 8"" x 20.5""<br/><b>Expansion Slots:</b> 7<br/><b>External 3.5"" Drive Bays:</b> 2<br/><b>External 5.25"" Drive Bays:</b> 5<br/><b>Front Ports:</b> USB£¬ Audio£¬ IEEE1394<br/><b>Internal 3.5"" Drive Bays:</b> 5<br/><b>Motherboard Compatibility:</b> ATX<br/><b>With Side Panel Window:</b> Yes<br                                                                                                                                                                                                                                                                                                                                                                                                                                                                             """"",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, 2016-03-18 16:59:57.113,N001
693343,57-JMT-021,Flash Test Item Abou title                                           ,Steel Server   USB& Audio& IEEE1394 Front Ports   420W Power Supply 2 80mm Fans,57-JMT-021                                                                                Flash Test Item Abou WebDescription               ,57-JMT-021                                                                                Flash Test Item Abou WebDescription               ,"<LongDescription Name=""Detailed Specifications""><Group GroupName=""Model""><Property Key=""Brand"" Value=""ASPIRE""/><Property Key=""Series"" Value=""X-Alien""/><Property Key=""Model"" Value=""ATXA1AW-BK/420""/></Group><Group GroupName=""Spec""><Property Key=""Type"" Value=""Server""/><Property Key=""Color"" Value=""Black""/><Property Key=""Case Material"" Value=""Steel""/><Property Key=""Power Supply"" Value=""420W""/><Property Key=""Motherboard Compatibility"" Value=""ATX""/><Property Key=""With Side Panel Window"" Value=""Yes""/></Group><Group GroupName=""Expansion""><Property Key=""External 5.25&quot; Drive Bays"" Value=""5""/><Property Key=""External 3.5&quot; Drive Bays"" Value=""2""/><Property Key=""Internal 3.5&quot; Drive Bays"" Value=""5""/><Property Key=""Expansion Slots"" Value=""7""/></Group><Group GroupName=""Front Ports""><Property Key=""Front Ports"" Value=""USB& Audio& IEEE1394""/></Group><Group GroupName=""Cooling System""><Property Key=""80mm Fans"" Value=""2""/><Property Key=""Air duct"" Value=""No""/></Group><Group GroupName=""Physical Spec""><Property Key=""Dimensions"" Value=""18.6&quot; x 8&quot; x 20.5&quot;""/></Group></LongDescription>""""", 2016-03-18 16:59:57.113,             , 2016-03-18 16:59:57.113,ASPIRE X-Alien ATXA1AW-BK/420 Black Computer Case With Side Panel Window ,Steel Server   USB& Audio& IEEE1394 Front Ports   420W Power              ,    ASPIRE X-Alien ATXA1AW-BK/420 Black Steel Server Computer Case 420W Power Supply  ,ASPIRE X-Alien ATXA1AW-BK/420 Black Steel Server Computer Case 420W Power Supply   ,1,"<b>80mm Fans:</b> 2<br/><b>Air duct:</b> No<br/><b>Dimensions:</b> 18.6"" x 8"" x 20.5""<br/><b>Expansion Slots:</b> 7<br/><b>External 3.5"" Drive Bays:</b> 2<br/><b>External 5.25"" Drive Bays:</b> 5<br/><b>Front Ports:</b> USB£¬ Audio£¬ IEEE1394<br/><b>Internal 3.5"" Drive Bays:</b> 5<br/><b>Motherboard Compatibility:</b> ATX<br/><b>With Side Panel Window:</b> Yes<br                                                                                                                                                                                                                                                                                                                                                                                                                                                                             """"",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, 2016-03-18 16:59:57.113,N001
702670,57-JMT-051,Flash Test Item Abou title                                           ,Steel Server   USB& Audio& IEEE1394 Front Ports   420W Power Supply 2 80mm Fans,57-JMT-051                                                                                Flash Test Item Abou WebDescription               ,57-JMT-051                                                                                Flash Test Item Abou WebDescription               ,"<LongDescription Name=""Detailed Specifications""><Group GroupName=""Model""><Property Key=""Brand"" Value=""ASPIRE""/><Property Key=""Series"" Value=""X-Alien""/><Property Key=""Model"" Value=""ATXA1AW-BK/420""/></Group><Group GroupName=""Spec""><Property Key=""Type"" Value=""Server""/><Property Key=""Color"" Value=""Black""/><Property Key=""Case Material"" Value=""Steel""/><Property Key=""Power Supply"" Value=""420W""/><Property Key=""Motherboard Compatibility"" Value=""ATX""/><Property Key=""With Side Panel Window"" Value=""Yes""/></Group><Group GroupName=""Expansion""><Property Key=""External 5.25&quot; Drive Bays"" Value=""5""/><Property Key=""External 3.5&quot; Drive Bays"" Value=""2""/><Property Key=""Internal 3.5&quot; Drive Bays"" Value=""5""/><Property Key=""Expansion Slots"" Value=""7""/></Group><Group GroupName=""Front Ports""><Property Key=""Front Ports"" Value=""USB& Audio& IEEE1394""/></Group><Group GroupName=""Cooling System""><Property Key=""80mm Fans"" Value=""2""/><Property Key=""Air duct"" Value=""No""/></Group><Group GroupName=""Physical Spec""><Property Key=""Dimensions"" Value=""18.6&quot; x 8&quot; x 20.5&quot;""/></Group></LongDescription>""""", 2016-03-18 16:59:57.113,             , 2016-03-18 16:59:57.113,ASPIRE X-Alien ATXA1AW-BK/420 Black Computer Case With Side Panel Window ,Steel Server   USB& Audio& IEEE1394 Front Ports   420W Power              ,    ASPIRE X-Alien ATXA1AW-BK/420 Black Steel Server Computer Case 420W Power Supply  ,ASPIRE X-Alien ATXA1AW-BK/420 Black Steel Server Computer Case 420W Power Supply   ,1,"<b>80mm Fans:</b> 2<br/><b>Air duct:</b> No<br/><b>Dimensions:</b> 18.6"" x 8"" x 20.5""<br/><b>Expansion Slots:</b> 7<br/><b>External 3.5"" Drive Bays:</b> 2<br/><b>External 5.25"" Drive Bays:</b> 5<br/><b>Front Ports:</b> USB£¬ Audio£¬ IEEE1394<br/><b>Internal 3.5"" Drive Bays:</b> 5<br/><b>Motherboard Compatibility:</b> ATX<br/><b>With Side Panel Window:</b> Yes<br                                                                                                                                                                                                                                                                                                                                                                                                                                                                             """"",0,NULL,NULL,NULL,NULL,NULL,NULL,Anna , 2020-06-02 15:36:55.673, Anna, 2016-03-18 16:59:57.113,N001
702673,57-JMT-052,Flash Test Item Abou title                                           ,Steel Server   USB& Audio& IEEE1394 Front Ports   420W Power Supply 2 80mm Fans,57-JMT-052                                                                                Flash Test Item Abou WebDescription               ,57-JMT-052                                                                                Flash Test Item Abou WebDescription               ,"<LongDescription Name=""Detailed Specifications""><Group GroupName=""Model""><Property Key=""Brand"" Value=""ASPIRE""/><Property Key=""Series"" Value=""X-Alien""/><Property Key=""Model"" Value=""ATXA1AW-BK/420""/></Group><Group GroupName=""Spec""><Property Key=""Type"" Value=""Server""/><Property Key=""Color"" Value=""Black""/><Property Key=""Case Material"" Value=""Steel""/><Property Key=""Power Supply"" Value=""420W""/><Property Key=""Motherboard Compatibility"" Value=""ATX""/><Property Key=""With Side Panel Window"" Value=""Yes""/></Group><Group GroupName=""Expansion""><Property Key=""External 5.25&quot; Drive Bays"" Value=""5""/><Property Key=""External 3.5&quot; Drive Bays"" Value=""2""/><Property Key=""Internal 3.5&quot; Drive Bays"" Value=""5""/><Property Key=""Expansion Slots"" Value=""7""/></Group><Group GroupName=""Front Ports""><Property Key=""Front Ports"" Value=""USB& Audio& IEEE1394""/></Group><Group GroupName=""Cooling System""><Property Key=""80mm Fans"" Value=""2""/><Property Key=""Air duct"" Value=""No""/></Group><Group GroupName=""Physical Spec""><Property Key=""Dimensions"" Value=""18.6&quot; x 8&quot; x 20.5&quot;""/></Group></LongDescription>""""", 2016-03-18 16:59:57.113,             , 2016-03-18 16:59:57.113,ASPIRE X-Alien ATXA1AW-BK/420 Black Computer Case With Side Panel Window ,Steel Server   USB& Audio& IEEE1394 Front Ports   420W Power              ,    ASPIRE X-Alien ATXA1AW-BK/420 Black Steel Server Computer Case 420W Power Supply  ,ASPIRE X-Alien ATXA1AW-BK/420 Black Steel Server Computer Case 420W Power Supply   ,1,"<b>80mm Fans:</b> 2<br/><b>Air duct:</b> No<br/><b>Dimensions:</b> 18.6"" x 8"" x 20.5""<br/><b>Expansion Slots:</b> 7<br/><b>External 3.5"" Drive Bays:</b> 2<br/><b>External 5.25"" Drive Bays:</b> 5<br/><b>Front Ports:</b> USB£¬ Audio£¬ IEEE1394<br/><b>Internal 3.5"" Drive Bays:</b> 5<br/><b>Motherboard Compatibility:</b> ATX<br/><b>With Side Panel Window:</b> Yes<br                                                                                                                                                                                                                                                                                                                                                                                                                                                                             """"",0,NULL,NULL,NULL,NULL,NULL,NULL,Anna , 2020-06-02 16:01:25.330, Anna, 2016-03-18 16:59:57.113,N001
703126,87-171-036,American Standard 2175.502.002 Colony Single Control Lavatory Faucet ,                                                                               ,AnneTest 87-171-036                                                                                                                         ,AnneTest 87-171-036                                                                                                                         ,"<LongDescription Name=""Detailed Specifications""><Group GroupName=""Model""><Property Key=""Brand"" Value=""SanDisk""/><Property Key=""Model"" Value=""SDCZ4-000-A15""/></Group><Group GroupName=""Features""><Property Key=""Features"" Value=""Cruzer Micro can be expanded to MP3 player functionality with the Cruzer Micro MP3 Companion. Users simply plug the Cruzer Micro into the Cruzer Micro MP3 Companion and they¡¯re ready to hear all their favorite songs""/></Group></LongDescription>""""", 2016-03-18 16:59:57.113,lisa jia     , 2016-03-18 16:59:57.113,SanDisk Portable Player Model SDCZ4-000-A15                              ,                                                                          ,    SanDisk Portable Player Model SDCZ4-000-A15                                       ,SanDisk Portable Player Model SDCZ4-000-A15                                        ,1,<b>Features:</b> Cruzer Micro can be expanded to MP3 player functionality with the Cruzer Micro MP3 Companion. Users simply plug the Cruzer Micro into the Cruzer Micro MP3 Companion and they¡¯re ready to hear all their favorite songs<br/>                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,0,NULL,NULL,NULL,NULL,NULL,NULL,az27 , 2020-07-18 18:47:23.160, az27, 2016-03-18 16:59:57.113,N001
704419,87-177-000,American Standard 2175.502.002 Colony Single Control Lavatory Faucet ,                                                                               ,AnneTest 87-177-000                                                                                                                         ,AnneTest 87-177-000                                                                                                                         ,"<LongDescription Name=""Detailed Specifications""><Group GroupName=""Model""><Property Key=""Brand"" Value=""SanDisk""/><Property Key=""Model"" Value=""SDCZ4-000-A15""/></Group><Group GroupName=""Features""><Property Key=""Features"" Value=""Cruzer Micro can be expanded to MP3 player functionality with the Cruzer Micro MP3 Companion. Users simply plug the Cruzer Micro into the Cruzer Micro MP3 Companion and they¡¯re ready to hear all their favorite songs""/></Group></LongDescription>""""", 2016-03-18 16:59:57.113,lisa jia     , 2016-03-18 16:59:57.113,SanDisk Portable Player Model SDCZ4-000-A15                              ,                                                                          ,    SanDisk Portable Player Model SDCZ4-000-A15                                       ,SanDisk Portable Player Model SDCZ4-000-A15                                        ,1,<b>Features:</b> Cruzer Micro can be expanded to MP3 player functionality with the Cruzer Micro MP3 Companion. Users simply plug the Cruzer Micro into the Cruzer Micro MP3 Companion and they¡¯re ready to hear all their favorite songs<br/>                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,0,NULL,NULL,NULL,NULL,NULL,NULL,az27 , 2020-10-11 16:00:23.767, az27, 2016-03-18 16:59:57.113,N001
704428,87-177-003,American Standard 2175.502.002 Colony Single Control Lavatory Faucet ,                                                                               ,AnneTest 87-177-003                                                                                                                         ,AnneTest 87-177-003                                                                                                                         ,"<LongDescription Name=""Detailed Specifications""><Group GroupName=""Model""><Property Key=""Brand"" Value=""SanDisk""/><Property Key=""Model"" Value=""SDCZ4-000-A15""/></Group><Group GroupName=""Features""><Property Key=""Features"" Value=""Cruzer Micro can be expanded to MP3 player functionality with the Cruzer Micro MP3 Companion. Users simply plug the Cruzer Micro into the Cruzer Micro MP3 Companion and they¡¯re ready to hear all their favorite songs""/></Group></LongDescription>""""", 2016-03-18 16:59:57.113,lisa jia     , 2016-03-18 16:59:57.113,SanDisk Portable Player Model SDCZ4-000-A15                              ,                                                                          ,    SanDisk Portable Player Model SDCZ4-000-A15                                       ,SanDisk Portable Player Model SDCZ4-000-A15                                        ,1,<b>Features:</b> Cruzer Micro can be expanded to MP3 player functionality with the Cruzer Micro MP3 Companion. Users simply plug the Cruzer Micro into the Cruzer Micro MP3 Companion and they¡¯re ready to hear all their favorite songs<br/>                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,0,NULL,NULL,NULL,NULL,NULL,NULL,az27 , 2020-10-11 16:00:25.847, az27, 2016-03-18 16:59:57.113,N001
704431,87-177-004,American Standard 2175.502.002 Colony Single Control Lavatory Faucet ,                                                                               ,AnneTest 87-177-004                                                                                                                         ,AnneTest 87-177-004                                                                                                                         ,"<LongDescription Name=""Detailed Specifications""><Group GroupName=""Model""><Property Key=""Brand"" Value=""SanDisk""/><Property Key=""Model"" Value=""SDCZ4-000-A15""/></Group><Group GroupName=""Features""><Property Key=""Features"" Value=""Cruzer Micro can be expanded to MP3 player functionality with the Cruzer Micro MP3 Companion. Users simply plug the Cruzer Micro into the Cruzer Micro MP3 Companion and they¡¯re ready to hear all their favorite songs""/></Group></LongDescription>""""", 2016-03-18 16:59:57.113,lisa jia     , 2016-03-18 16:59:57.113,SanDisk Portable Player Model SDCZ4-000-A15                              ,                                                                          ,    SanDisk Portable Player Model SDCZ4-000-A15                                       ,SanDisk Portable Player Model SDCZ4-000-A15                                        ,1,<b>Features:</b> Cruzer Micro can be expanded to MP3 player functionality with the Cruzer Micro MP3 Companion. Users simply plug the Cruzer Micro into the Cruzer Micro MP3 Companion and they¡¯re ready to hear all their favorite songs<br/>                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,0,NULL,NULL,NULL,NULL,NULL,NULL,az27 , 2020-10-11 16:00:26.537, az27, 2016-03-18 16:59:57.113,N001
704869,87-178-000,Flag select 2Tri-Band AC3200 Wireless Router 06-DOW-091              ,Steel Server   USB& Audio& IEEE1394 Front Ports   420W Power Supply 2 80mm Fans,AnneTest 87-178-000                                                                                                                         ,AnneTest 87-178-000                                                                                                                         ,"<LongDescription Name=""Detailed Specifications""><Group GroupName=""Model""><Property Key=""Brand"" Value=""ASPIRE""/><Property Key=""Series"" Value=""X-Alien""/><Property Key=""Model"" Value=""ATXA1AW-BK/420""/></Group><Group GroupName=""Spec""><Property Key=""Type"" Value=""Server""/><Property Key=""Color"" Value=""Black""/><Property Key=""Case Material"" Value=""Steel""/><Property Key=""Power Supply"" Value=""420W""/><Property Key=""Motherboard Compatibility"" Value=""ATX""/><Property Key=""With Side Panel Window"" Value=""Yes""/></Group><Group GroupName=""Expansion""><Property Key=""External 5.25&quot; Drive Bays"" Value=""5""/><Property Key=""External 3.5&quot; Drive Bays"" Value=""2""/><Property Key=""Internal 3.5&quot; Drive Bays"" Value=""5""/><Property Key=""Expansion Slots"" Value=""7""/></Group><Group GroupName=""Front Ports""><Property Key=""Front Ports"" Value=""USB& Audio& IEEE1394""/></Group><Group GroupName=""Cooling System""><Property Key=""80mm Fans"" Value=""2""/><Property Key=""Air duct"" Value=""No""/></Group><Group GroupName=""Physical Spec""><Property Key=""Dimensions"" Value=""18.6&quot; x 8&quot; x 20.5&quot;""/></Group></LongDescription>""""", 2016-03-18 16:59:57.113,             , 2016-03-18 16:59:57.113,ASPIRE X-Alien ATXA1AW-BK/420 Black Computer Case With Side Panel Window ,Steel Server   USB& Audio& IEEE1394 Front Ports   420W Power              ,    ASPIRE X-Alien ATXA1AW-BK/420 Black Steel Server Computer Case 420W Power Supply  ,ASPIRE X-Alien ATXA1AW-BK/420 Black Steel Server Computer Case 420W Power Supply   ,1,"<b>80mm Fans:</b> 2<br/><b>Air duct:</b> No<br/><b>Dimensions:</b> 18.6"" x 8"" x 20.5""<br/><b>Expansion Slots:</b> 7<br/><b>External 3.5"" Drive Bays:</b> 2<br/><b>External 5.25"" Drive Bays:</b> 5<br/><b>Front Ports:</b> USB£¬ Audio£¬ IEEE1394<br/><b>Internal 3.5"" Drive Bays:</b> 5<br/><b>Motherboard Compatibility:</b> ATX<br/><b>With Side Panel Window:</b> Yes<br                                                                                                                                                                                                                                                                                                                                                                                                                                                                             """"",0,NULL,NULL,NULL,NULL,NULL,NULL,az27 , 2020-10-13 08:58:40.540, az27, 2016-03-18 16:59:57.113,N001
704875,87-178-002,Flag select 2Tri-Band AC3200 Wireless Router 06-DOW-091              ,Steel Server   USB& Audio& IEEE1394 Front Ports   420W Power Supply 2 80mm Fans,AnneTest 87-178-002                                                                                                                         ,AnneTest 87-178-002                                                                                                                         ,"<LongDescription Name=""Detailed Specifications""><Group GroupName=""Model""><Property Key=""Brand"" Value=""ASPIRE""/><Property Key=""Series"" Value=""X-Alien""/><Property Key=""Model"" Value=""ATXA1AW-BK/420""/></Group><Group GroupName=""Spec""><Property Key=""Type"" Value=""Server""/><Property Key=""Color"" Value=""Black""/><Property Key=""Case Material"" Value=""Steel""/><Property Key=""Power Supply"" Value=""420W""/><Property Key=""Motherboard Compatibility"" Value=""ATX""/><Property Key=""With Side Panel Window"" Value=""Yes""/></Group><Group GroupName=""Expansion""><Property Key=""External 5.25&quot; Drive Bays"" Value=""5""/><Property Key=""External 3.5&quot; Drive Bays"" Value=""2""/><Property Key=""Internal 3.5&quot; Drive Bays"" Value=""5""/><Property Key=""Expansion Slots"" Value=""7""/></Group><Group GroupName=""Front Ports""><Property Key=""Front Ports"" Value=""USB& Audio& IEEE1394""/></Group><Group GroupName=""Cooling System""><Property Key=""80mm Fans"" Value=""2""/><Property Key=""Air duct"" Value=""No""/></Group><Group GroupName=""Physical Spec""><Property Key=""Dimensions"" Value=""18.6&quot; x 8&quot; x 20.5&quot;""/></Group></LongDescription>""""", 2016-03-18 16:59:57.113,             , 2016-03-18 16:59:57.113,ASPIRE X-Alien ATXA1AW-BK/420 Black Computer Case With Side Panel Window ,Steel Server   USB& Audio& IEEE1394 Front Ports   420W Power              ,    ASPIRE X-Alien ATXA1AW-BK/420 Black Steel Server Computer Case 420W Power Supply  ,ASPIRE X-Alien ATXA1AW-BK/420 Black Steel Server Computer Case 420W Power Supply   ,1,"<b>80mm Fans:</b> 2<br/><b>Air duct:</b> No<br/><b>Dimensions:</b> 18.6"" x 8"" x 20.5""<br/><b>Expansion Slots:</b> 7<br/><b>External 3.5"" Drive Bays:</b> 2<br/><b>External 5.25"" Drive Bays:</b> 5<br/><b>Front Ports:</b> USB£¬ Audio£¬ IEEE1394<br/><b>Internal 3.5"" Drive Bays:</b> 5<br/><b>Motherboard Compatibility:</b> ATX<br/><b>With Side Panel Window:</b> Yes<br                                                                                                                                                                                                                                                                                                                                                                                                                                                                             """"",0,NULL,NULL,NULL,NULL,NULL,NULL,az27 , 2020-10-13 08:58:41.673, az27, 2016-03-18 16:59:57.113,N001
704878,87-178-003,Flag select 2Tri-Band AC3200 Wireless Router 06-DOW-091              ,Steel Server   USB& Audio& IEEE1394 Front Ports   420W Power Supply 2 80mm Fans,AnneTest 87-178-003                                                                                                                         ,AnneTest 87-178-003                                                                                                                         ,"<LongDescription Name=""Detailed Specifications""><Group GroupName=""Model""><Property Key=""Brand"" Value=""ASPIRE""/><Property Key=""Series"" Value=""X-Alien""/><Property Key=""Model"" Value=""ATXA1AW-BK/420""/></Group><Group GroupName=""Spec""><Property Key=""Type"" Value=""Server""/><Property Key=""Color"" Value=""Black""/><Property Key=""Case Material"" Value=""Steel""/><Property Key=""Power Supply"" Value=""420W""/><Property Key=""Motherboard Compatibility"" Value=""ATX""/><Property Key=""With Side Panel Window"" Value=""Yes""/></Group><Group GroupName=""Expansion""><Property Key=""External 5.25&quot; Drive Bays"" Value=""5""/><Property Key=""External 3.5&quot; Drive Bays"" Value=""2""/><Property Key=""Internal 3.5&quot; Drive Bays"" Value=""5""/><Property Key=""Expansion Slots"" Value=""7""/></Group><Group GroupName=""Front Ports""><Property Key=""Front Ports"" Value=""USB& Audio& IEEE1394""/></Group><Group GroupName=""Cooling System""><Property Key=""80mm Fans"" Value=""2""/><Property Key=""Air duct"" Value=""No""/></Group><Group GroupName=""Physical Spec""><Property Key=""Dimensions"" Value=""18.6&quot; x 8&quot; x 20.5&quot;""/></Group></LongDescription>""""", 2016-03-18 16:59:57.113,             , 2016-03-18 16:59:57.113,ASPIRE X-Alien ATXA1AW-BK/420 Black Computer Case With Side Panel Window ,Steel Server   USB& Audio& IEEE1394 Front Ports   420W Power              ,    ASPIRE X-Alien ATXA1AW-BK/420 Black Steel Server Computer Case 420W Power Supply  ,ASPIRE X-Alien ATXA1AW-BK/420 Black Steel Server Computer Case 420W Power Supply   ,1,"<b>80mm Fans:</b> 2<br/><b>Air duct:</b> No<br/><b>Dimensions:</b> 18.6"" x 8"" x 20.5""<br/><b>Expansion Slots:</b> 7<br/><b>External 3.5"" Drive Bays:</b> 2<br/><b>External 5.25"" Drive Bays:</b> 5<br/><b>Front Ports:</b> USB£¬ Audio£¬ IEEE1394<br/><b>Internal 3.5"" Drive Bays:</b> 5<br/><b>Motherboard Compatibility:</b> ATX<br/><b>With Side Panel Window:</b> Yes<br                                                                                                                                                                                                                                                                                                                                                                                                                                                                             """"",0,NULL,NULL,NULL,NULL,NULL,NULL,az27 , 2020-10-13 08:58:42.287, az27, 2016-03-18 16:59:57.113,N001
